gene	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
Pame_01007.t1	2.607623854	2.807111704	2.22645304	1.89946182	2.189865665	2.935802936	2.402973153	1.921565817	2.064527651	2.153659438	0.763545002	2.107279438	2.343254306	2.277124823	1.993228715	2.696612614	2.351851613	1.978891178	1.996258573	1.840878106	1.954118124	2.153931769	2.373837496	2.552532006	2.8949516	2.576792996	2.394892738	2.451335096	2.46982608	2.067187804	2.501069666	2.467519475	2.594476891	3.111034652	2.90578603	2.328761801	2.517502475	2.9456695	2.761251227	2.655496091	2.813062871	2.768423607	2.677005269	3.316218165	2.383848036	2.857714321	2.7338207	2.615581087	3.010842485	2.958623703
Pame_01009.t1	2.089952311	1.517517592	1.719463846	1.618196361	1.925338665	1.165892649	2.027433644	1.75816244	1.463303334	1.867975514	1.29351763	0.896333082	1.011080518	1.680994908	0.639204374	1.809373283	1.652344226	1.564875648	1.159861652	1.401526711	1.402809478	1.326025296	1.042154018	1.754789182	1.723995345	1.96295244	1.58590956	1.387969051	1.456469744	1.201244908	1.38249019	1.445610181	1.887692926	1.329238433	1.912481253	1.124209008	1.817394045	2.295293972	1.662383262	1.961797404	1.779768199	1.899581694	1.781141457	1.779486667	1.557625749	1.067969067	2.05118762	1.985380201	1.48380804	1.849779137
Pame_01012.t1	3.210002265	2.909830696	2.679029627	2.333334994	2.653585163	2.65511594	2.879917451	2.52719798	2.626635377	2.889399556	0.471837762	2.46543123	2.063468428	2.126414563	1.529770982	2.606958568	2.696232016	1.957780906	2.212793429	2.061230116	2.27260254	2.136148722	2.844947998	2.71065768	2.614198627	2.712811453	2.673931747	2.753792776	2.608922762	2.279551526	2.537815394	2.609736054	2.943249975	3.177238529	3.000737389	2.317034841	2.591478364	3.164454845	3.037593076	2.935299439	3.191082515	3.360954158	2.868981042	3.802823935	2.898713353	2.963511116	2.801315957	3.399666038	3.475409193	3.745678357
Pame_01013.t1	3.934941039	4.693286221	2.38823363	3.243589877	4.646946017	2.617702832	3.086778672	1.877343773	3.983768886	2.904410877	1.543248402	3.576002045	1.992239104	3.03122226	1.481918878	3.078097423	2.443797584	2.575382527	3.339304169	2.607121959	3.393622128	2.950022286	3.811152452	2.333126004	3.224650018	4.019879794	3.865235896	3.419079043	2.203880833	2.484725919	3.552819699	2.969251816	3.109031193	4.182255292	4.641204967	2.138100151	4.049195106	3.212865007	3.72084755	2.901525348	4.27730786	3.649764894	2.975111045	4.61007991	4.208899576	3.961132469	2.650697936	3.710999239	4.211666399	5.041575927
Pame_01014.t1	10.71596199	10.25117467	10.00316651	9.737281149	9.828163465	10.08088413	10.27548436	9.70082115	9.805535916	9.873980794	10.06785111	10.24476816	10.41199816	10.25297286	10.62105367	10.47482133	10.60509981	10.66605531	10.50314994	10.36923745	10.70711751	10.60006157	10.48567839	10.42042345	10.40741649	10.44554256	10.64707162	10.53861576	11.08847025	10.62199689	10.62485028	10.88153462	10.84580365	10.78206449	10.55795186	10.63109519	10.50881487	10.65380346	10.98218076	10.75652297	10.823622	10.88935185	10.91031293	10.81989167	11.06221482	10.57838213	10.64458637	11.15980197	10.72297825	10.80147395
Pame_01032.t1	3.863462758	3.572174205	2.945278078	3.261512763	3.539717166	3.662718215	3.476187241	3.401022845	3.406404694	3.432360832	1.290271043	2.888470511	2.075977522	2.402823118	1.945128223	2.623211368	1.876365671	1.865039868	3.245214216	3.198478438	1.69157883	2.593172078	2.890254061	3.263404049	2.759959002	2.885127235	2.702274103	3.128441887	2.02077242	3.322838148	3.110891044	2.9646463	2.22124296	3.577452999	3.038411598	3.04255154	2.313129735	2.942514505	2.719547081	3.004175963	2.741803486	2.838021932	3.587112917	3.370454465	2.031299907	2.960850844	2.553333468	2.543753219	2.06144097	2.454594425
Pame_01033.t1	2.052937507	1.671220896	2.589250544	0.861476635	1.573476326	1.571885494	2.118462724	1.283566239	1.331819848	1.779831221	0.400480002	1.12000682	1.182997329	1.01543334	1.146055604	1.380546607	1.660686794	1.499093258	1.085648998	0.735591494	1.093377631	1.898684334	1.128095396	1.623150486	1.464856432	1.30987466	1.394047619	0.955038226	1.468077568	1.429744496	1.595021409	1.387935975	1.798734881	1.76698096	1.9112659	1.803875897	2.010009957	1.604858896	2.24803685	1.872966621	2.378131479	1.634579329	2.187270508	1.679545406	1.721923819	2.101707218	1.49949641	2.229867821	2.208638988	2.255249939
Pame_01051.t1	4.466744567	4.760428552	4.241169007	3.985582399	4.033414191	4.828926021	4.370617668	4.042057686	4.145791562	4.105560754	3.219933624	3.900480428	4.037707275	3.936882882	3.787338427	4.264799125	3.994724529	3.891166401	4.055950476	3.904513	4.211845475	4.070603999	3.914631491	4.186785772	4.42618423	4.338238985	4.174781905	4.22319856	3.820699771	4.120020096	4.183391232	4.276913483	4.550198842	4.512226887	4.443858571	4.189405524	4.316355758	4.588552745	4.444501428	4.586812772	4.534366698	4.571161036	4.518207789	4.988171132	4.322021867	4.555128994	4.320015256	4.217727042	4.720108791	4.73997768
Pame_01052.t1	2.246924872	2.352538206	1.980602994	0.758667323	1.407564857	2.073278693	2.108300299	1.114333706	1.094864367	1.552775442	2.151332806	1.486570225	1.21551708	0.975313221	1.684527028	1.397764635	1.5284613	1.672728559	1.284745088	1.138414757	1.415688369	1.970327269	1.439974128	2.14018968	1.363843897	1.508834274	1.486791589	1.387097802	1.277603945	1.624620312	1.082280209	2.413106603	1.575263917	3.994787877	1.730996374	1.049951331	1.610785091	1.675779807	1.79274293	1.644594661	2.480937189	2.949411668	2.822469114	4.903867389	1.578484706	2.938302731	1.834905342	1.84513272	1.938951932	1.854889322
Pame_01053.t1	5.252680569	5.009208307	4.628721111	5.122767957	5.120679562	5.238492636	5.126770541	5.171783278	5.287645899	5.028140346	3.377172347	4.058714784	4.227148045	4.250514451	3.471772745	4.746194508	4.139289392	3.583735688	3.924869498	3.731997787	3.719041026	3.925011974	4.152629628	4.059934939	4.782481956	4.338039264	4.028215507	4.462183229	4.368398201	4.02477178	4.379704128	4.550974521	4.307661669	4.584776141	4.687323889	4.341857692	3.974309037	5.106591205	4.236722207	5.002918503	4.641863896	4.189611103	4.865973236	5.641681853	3.790177742	4.690338868	4.333609784	3.795112351	4.715525513	4.640644063
Pame_01054.t1	3.357380279	3.121134791	3.49095514	3.355061383	3.406056327	2.948707364	3.688829369	3.289987872	3.30282058	3.409022917	2.093076718	2.511546472	2.369123044	2.405589438	2.327552285	2.110523608	1.840938515	2.259127834	1.945660137	1.850147323	2.320871655	2.426092963	2.552723807	2.377593	2.288204982	2.753660155	2.99095486	2.626553613	2.537981837	2.596813522	2.408991679	2.131474248	3.566425513	2.359678588	3.269932306	2.68446419	3.425797649	3.244900756	2.544992244	2.96669255	3.0938424	3.230750224	2.501395832	3.203999822	3.513894947	2.861334098	2.946032734	2.207343149	3.029080016	3.138631008
Pame_01055.t1	3.280824209	2.564031783	2.953948704	1.73825767	2.831123277	2.187736081	3.07494722	2.309251872	2.05122591	2.951446055	2.184007283	2.400742843	2.532090001	2.286514515	2.401155315	2.900159654	2.598610557	2.334614038	2.523890602	2.060877473	2.780163092	2.83660283	2.917704801	3.193233983	3.197456549	2.955056087	3.022364262	3.093744389	3.337749621	2.653064604	3.04102565	3.059086997	2.813943277	3.706033176	3.555681203	2.850013266	3.160042432	3.119528825	3.24388687	3.171339752	3.595241068	3.11874178	3.385149374	4.288410244	2.237600428	3.769009998	2.910623305	2.346769717	3.495580049	3.314827015
Pame_01056.t1	4.16466562	3.712298627	3.922530886	3.615957677	4.106214296	3.166513004	4.173854995	3.943011739	3.48722907	3.955545297	2.287197442	2.880046798	3.006639131	2.968654814	2.480939773	2.870636956	3.222629931	2.877606844	3.126900191	2.574413998	2.73221275	2.809972069	3.339656206	3.230737929	3.431227134	3.53828983	3.203328033	3.2096795	3.532715921	3.47604463	2.938411893	3.676628488	2.791920316	3.963714553	3.545560701	3.240412032	3.162474313	3.873793516	3.712903875	3.453824391	3.834053825	3.702535652	4.100759041	4.475837172	2.929414182	4.325997962	3.368764159	3.429960028	3.8008999	3.416784356
Pame_01057.t1	2.561643849	3.004406108	2.839981752	3.408687408	3.30004463	3.20601175	2.652729696	3.331693753	3.481428117	3.154006327	3.214685917	4.052268069	4.19838414	4.225598852	3.389860001	4.319747979	4.1031535	3.342423896	4.281000841	3.824849302	3.577682599	4.038918989	4.202676302	4.188756965	4.522714908	4.663868313	3.778986497	4.258134456	3.544868636	3.869328567	4.1969296	4.068894334	4.007760626	3.848437663	4.261019237	3.894313338	3.790334159	4.904257681	3.932155684	4.413485768	3.985855596	3.889989394	4.298519024	4.394328923	3.430047035	4.112533338	4.394953085	3.115033243	4.267655643	4.221165609
Pame_01058.t1	5.260432204	5.967613616	5.29655285	6.261081313	6.004323853	6.142335828	5.39789193	6.244736771	6.245727625	5.932876143	5.631206164	6.847420715	6.625613878	6.52798831	6.210671344	6.475961975	6.494641214	6.383847691	6.395244496	6.551091452	6.39717832	6.235644738	6.537659491	6.605297271	6.549672251	7.026390648	6.403404076	6.942256439	6.418701009	6.223256491	6.833509987	6.89058045	6.854681413	6.970094384	7.16132339	7.04265528	7.070958136	7.492301865	7.011093045	7.026058607	7.23997079	7.059820323	6.68429979	7.193495792	5.908755276	6.520535397	7.144648047	5.377460431	7.200104107	6.991374451
Pame_01059.t1	4.07751647	3.414204553	4.023849698	3.428476086	4.038409842	3.208813759	4.130864992	3.671565126	3.632384557	3.937946959	1.583490201	3.002311869	2.811602552	2.778446202	2.315705334	3.130550383	3.180525039	2.376698793	2.682013639	2.86582184	2.768957085	2.918559882	3.207510268	3.157755178	3.400893095	3.302520853	3.133459956	3.179480795	3.227942805	2.62648119	3.335771926	3.328847951	3.330238562	3.826253563	3.689601088	3.614968917	3.180523448	3.847896716	3.336563329	3.883483969	3.796898803	3.281276877	3.956911605	4.508834274	3.088965855	4.113342114	3.35685512	3.658394308	3.809507054	3.6617496
Pame_01060.t1	4.398288797	4.567362909	4.563762178	4.160113447	4.16881049	4.620269687	4.593311936	4.188487965	4.328290756	4.392289943	4.571792075	4.168890699	4.09632933	4.260507478	3.997960753	4.290350675	3.990265105	4.388733718	4.383047587	4.100548811	4.411188941	4.46206541	4.121429909	4.364397337	4.401848875	4.516273649	4.377734578	4.334167789	4.359479002	4.090709492	4.292111771	4.706884138	4.587340986	4.702253045	4.483086992	4.00402491	4.336954585	4.752759294	4.398924926	4.468915607	4.409947539	4.796192796	4.38277099	4.99424028	4.538842314	4.263537758	4.453333197	4.38323426	4.501362709	4.611644543
Pame_01068.t1	5.689271201	6.585815843	6.307322869	8.029739983	7.918910929	6.780047576	6.176972956	8.096983906	7.973875271	7.644425942	4.580694231	5.974189707	4.197440822	5.957935487	3.899630027	5.111210803	4.517426885	4.280169445	4.254578927	4.639046894	5.123086751	4.904272134	5.760936793	5.756257412	5.359802261	5.774389111	4.599692703	5.475882556	4.493070858	5.165578352	4.779312257	5.520274514	5.633631732	5.43795676	5.652211123	4.800164779	4.98946603	5.352652607	4.641499788	5.433076288	5.79956657	5.377061263	5.321231827	5.622848377	5.064990601	6.026815548	4.87428549	4.334203551	5.416724916	5.254662065
Pame_01073.t1	4.148161316	3.809877432	3.722334864	4.309023352	4.162113338	3.768427842	3.728573603	4.218602951	4.094185389	4.099446705	2.347781861	2.865499204	3.278010031	3.331414298	2.501005953	3.306587437	2.998374249	2.736736909	2.612069358	2.801241448	2.908951215	3.162463034	3.202286063	3.215178458	3.627606838	3.290439149	2.899543026	3.497510179	2.999812437	2.955692214	3.055193919	3.210776918	2.921760025	3.486855933	3.09048763	3.197333874	2.906145973	3.305703547	3.111590582	3.585623584	3.400632194	3.047616908	3.147656746	3.809774559	2.967500647	3.455066772	2.818433395	2.969568642	3.147843946	3.165738323
Pame_01075.t1	4.88822208	4.902946652	4.798480874	4.680864422	4.911010814	5.049831128	4.885730534	4.896930552	4.595414146	5.063684131	2.639463717	3.605518039	3.81120384	4.031589284	3.427682596	4.165751184	3.830671114	3.86669042	3.852138704	3.748375356	3.880920568	4.082906923	3.968809616	4.096185938	4.107997463	4.386514377	3.548522937	4.286356302	4.108315355	3.954922129	4.200880954	4.346403809	4.477955738	3.985363805	4.705585391	3.954903523	4.201931778	4.702097864	4.198313413	4.68555336	4.439669675	4.14853556	4.335504694	4.738665169	3.687575845	4.051737515	4.31154671	3.617380772	4.406788344	4.562114179
Pame_01076.t1	2.06235316	1.55646375	1.803326244	0.648860232	1.709824378	1.670577509	1.828749364	1.81905501	1.677675109	1.889372297	0.260488208	1.617232648	1.042224074	1.774616298	0.971805813	1.892705761	1.576038337	1.536037976	1.841542459	1.269559844	1.325622431	1.510293569	1.28073069	1.76076598	1.406275427	1.974077711	1.415066353	1.90368618	2.138182087	1.625836233	2.379948054	1.751947823	1.944716043	2.096892641	1.643288233	2.001885092	1.891726359	2.49963417	2.135101405	2.124060086	2.406071297	1.671157476	1.887150901	2.386948865	1.563270417	2.390309994	2.034772116	2.22421319	2.76328621	2.300015335
Pame_01077.t1	2.126282391	2.086977335	1.643805406	1.911645568	2.193446903	2.398678716	1.941703553	2.071100195	2.370407035	1.914656363	2.088005871	3.732486293	2.548614176	2.972174293	2.368952689	3.197019274	3.407954995	2.651488022	3.527045306	3.242132963	3.30349145	2.950597187	3.656164547	3.493327098	3.428480106	3.84122844	3.171328542	3.275673097	3.028834329	3.651327284	3.642863274	3.327711792	3.430388319	3.398840125	3.988257495	2.411903449	3.283157267	4.143099494	3.635127501	3.841006975	3.700328737	3.512808399	3.965082387	4.453873106	3.598448582	3.885584125	3.69417817	3.601458821	3.74899785	3.565609361
Pame_01078.t1	4.471772745	3.999594185	4.099463537	3.646070469	4.275111371	3.791230625	4.232530294	3.907861683	3.776419872	4.267071304	0	3.510151758	3.441168719	3.44202784	4.712419697	4.209422172	3.497267457	4.16435186	3.768470188	3.06008717	3.246409607	3.540064477	3.667313115	4.940209044	3.655019742	4.118476014	3.917527232	3.718350665	4.200849575	3.578854201	4.41445354	4.057441607	3.774755439	4.394404385	3.873586837	3.746441765	3.677158661	4.157100317	5.268988249	4.07808034	4.122647873	3.503946554	4.701122062	4.682393511	4.197071187	5.335218829	4.394191708	3.961595548	4.116988481	4.394870793
Pame_01103.t1	2.612385528	3.117389185	2.727517533	2.986501954	3.054304977	2.917426027	2.560895891	2.819392288	2.855272157	2.568664514	3.396034783	3.873950966	3.752074177	3.36717394	2.499062634	3.585443319	3.28210022	3.052208935	3.210733287	3.382010075	3.412906147	3.616510616	3.385422754	3.653232029	4.112866909	4.126378217	3.655752522	3.851309296	3.646300928	3.102631259	3.60473557	3.806210617	3.894235719	4.087658016	4.043466999	3.845429833	3.70372089	4.38734186	3.642851724	4.003323385	3.749308997	3.841892632	3.587641021	4.409105764	2.887201603	3.711329703	3.880724702	2.435948565	3.974042826	3.846744023
Pame_01104.t1	3.373266783	2.630391492	2.798668532	2.957221864	3.333762899	3.112041179	3.065582651	2.921560105	3.371696853	3.218094523	2.052158496	2.78460658	3.02832161	2.987837451	1.743359854	3.237296018	2.790728256	2.537489905	2.903572431	2.475520739	2.786332889	2.652387826	3.023035293	3.1766483	3.451585669	3.522294337	2.872243685	3.599115421	2.886858358	2.818920077	3.432054768	3.439875753	3.495541676	3.211373601	3.518170013	3.127474806	3.236812501	3.735294707	3.437704474	3.64859199	3.415422016	3.645724712	3.520673677	4.435395237	2.919145549	3.891535842	3.377659627	2.016482057	3.729574522	3.667233625
Pame_01105.t1	3.706630007	3.100676634	3.136329217	2.773074309	3.005893977	2.823692303	3.300866119	3.0297285	2.923442064	3.096401865	2.42114788	2.829269119	2.912143971	3.031612219	2.741988959	3.353393871	3.050329295	2.698431866	3.081685601	2.84079353	3.036723106	2.71920754	2.742045027	2.939553827	3.413206821	3.191474217	3.140273133	3.382268831	3.423223168	3.225601937	3.215628901	3.409665192	3.288553468	3.406076741	3.015306658	3.131847908	3.130316441	3.449644567	3.694022119	3.588876508	3.445211552	3.561607193	3.579940404	4.201022154	3.119860783	3.507642436	3.348954719	3.263345453	3.664369059	3.609707691
Pame_01106.t1	4.095316842	3.896756218	3.975180764	3.566023585	3.603786553	3.803485376	3.949095988	3.524878598	3.453445146	3.858985557	2.923561863	2.709111942	2.888534804	3.078201628	2.629683011	3.125050956	3.188378768	2.799139126	2.693243839	2.655802887	2.497678783	2.965739964	2.463577993	3.044133536	3.265619922	3.322952045	3.119155281	3.00431801	3.265300362	2.857437644	3.118102198	3.055724939	3.303567433	3.973537807	3.214320675	3.175299437	2.950934928	3.294369312	3.184483432	3.667347181	3.525429977	3.185254459	3.512226887	4.103808134	3.186953706	4.118509237	3.048011183	3.289272324	3.345998083	3.466953337
Pame_01107.t1	5.027136354	4.53098213	5.059593227	4.193913641	4.649011815	4.351366845	5.074753742	4.425103421	4.452233002	4.785419772	2.265757926	4.000829311	3.798123114	3.775345584	3.101865187	4.062449874	3.880881397	3.350319021	3.595980979	3.605482481	3.497497405	4.008952939	3.873626207	4.29242103	4.289391853	4.195071948	4.095198672	4.201461355	3.908073121	3.714212541	4.288808873	4.313427266	4.314406508	4.753572448	4.553022524	4.473286881	4.276764634	4.626690272	4.185850691	4.399704314	4.70690071	4.637627634	4.779848027	5.47280292	3.632314753	4.705563275	4.259799747	3.286570698	4.757412679	4.614792281
Pame_01108.t1	3.808076089	3.35652275	3.734254388	2.749324016	3.193312846	3.104668777	3.748096219	2.9856334	2.976310473	3.584974523	1.725509958	2.550235788	2.839554528	2.773665142	2.414089518	2.825260546	2.935239083	2.432251244	2.888265924	2.591789506	2.759809906	3.009954438	2.89831672	3.120147865	3.114713497	3.119372779	3.15750297	3.347156797	3.638421433	2.899057657	3.276524954	3.193169312	3.311155769	3.463517834	3.446055033	3.142285991	2.979756484	3.415139386	3.226335889	3.338090624	3.666370307	3.436035211	3.793854276	4.318765128	3.332727981	3.515788132	3.143772166	3.061942055	3.41407869	3.396459563
Pame_01115.t2	0	0.071728352	0.195488711	0.062936798	0	0.22861062	0.062812492	0.233218082	0	0.123588068	1.412201622	1.984662258	2.456942791	2.524136411	1.93790554	2.888439338	1.962785905	2.177130073	2.037248665	1.427182419	2.257073999	2.20111628	1.803032735	2.403654934	2.858398819	2.530959664	1.985715361	2.251313112	1.979970444	2.232936991	2.089050629	2.352642721	2.472895827	2.198324415	2.277193279	2.281437132	2.501454432	2.587665021	2.085224079	2.402858583	2.334342301	2.405104693	2.144734913	2.391962888	1.621247787	2.170710255	2.519292796	0.794041497	2.801746378	2.522894398
Pame_01116.t1	2.851297301	2.780952554	2.349339798	2.47668238	2.697073204	2.766603642	2.451440606	2.885927674	2.706079605	2.119893975	1.678829121	3.266269326	3.200948418	2.898359291	2.888106131	3.654217837	2.516637994	3.005832911	3.007936397	2.911336856	3.146969596	3.066766022	2.848948371	3.386301914	3.801634646	3.507972192	3.134487107	3.195026264	2.60299602	3.441297553	3.071017794	2.987642844	3.530944687	3.123310279	3.326478385	2.685406466	3.521678952	3.922074129	2.80627662	3.522018074	3.245673631	2.90171455	3.023702465	3.180319752	2.094222555	2.966140644	3.550482075	1.016859979	3.389095932	3.132853182
Pame_01117.t1	6.57262899	8.255023847	6.460128207	5.578950786	5.114733483	8.589452657	6.563304589	5.623372343	5.996565005	5.695918671	5.984340981	5.654796399	6.050138148	5.125601512	5.620741814	5.527720953	6.195201904	5.865809965	6.509371231	5.397269039	5.801528597	6.134021693	6.439952194	5.753251521	5.51312434	5.667806991	5.743081362	5.793162387	6.355992347	5.763212367	6.368036691	6.379097599	6.127464075	6.379849657	6.550534405	6.197773019	6.814345335	6.22693041	6.799372293	6.317855756	6.464336631	6.554048507	6.071990003	5.408175166	6.747226256	5.663754482	5.943904922	7.102952015	6.521284779	6.569770563
Pame_01118.t1	3.468570284	4.488694949	3.285678894	2.474503536	2.299745791	4.729422253	3.353832803	2.208560958	2.749285395	2.692154882	2.296865563	1.719678495	1.991803895	1.595861664	2.34848739	2.351339987	2.277425409	2.620333037	2.228144506	1.970492935	2.271306144	2.569165379	2.526066307	2.420280273	2.02015013	2.044425596	1.56855751	2.105832261	2.705639575	2.265445898	2.641016481	2.153925286	3.077564322	1.943542558	2.429532948	2.163798189	2.826570858	2.981397859	3.123350014	2.684354218	2.088090701	2.584912006	3.017170086	0.934554998	2.836534161	1.253529466	2.658147489	2.217637096	2.809031596	2.390461336
Pame_01121.t1	5.360761068	5.04065576	3.663777249	3.63197732	3.984735162	4.644081233	4.529571108	3.570960745	4.07977916	3.886267238	0.995185637	1.689598852	1.743894065	1.781065898	1.712322842	2.158556776	1.98015329	1.785989884	1.725243815	1.344436531	1.575622138	1.612041041	2.174991176	1.77177151	2.258895755	1.844735136	2.204309773	2.097880434	2.572297921	2.06977777	2.162545208	2.382321407	2.745695565	2.068061965	2.189868827	2.308850118	2.244128989	2.319854896	2.281164094	2.101334074	2.462691048	2.108052681	2.592512053	2.77992995	2.929609229	2.229120278	2.232780465	3.280263001	2.328750313	2.417574411
Pame_01122.t1	3.803103017	3.016590809	2.828822466	2.38122522	2.687101012	3.079209125	3.368979221	2.615910609	2.687282452	2.708087889	1.538344467	2.176677019	2.217001108	2.281348104	1.55198351	2.229206435	2.082402848	1.623056815	1.757313464	1.878737111	2.071055562	2.760099563	2.162951177	2.226465372	2.718534794	2.276383509	2.186395965	2.612123631	2.248589483	2.493357844	2.492750494	2.4313261	2.532179791	2.686126218	2.646450706	2.325881429	2.328296501	2.738627343	2.91385831	3.126255955	3.069715913	2.657223827	3.111164889	3.364844138	2.616698803	3.514261156	2.491732546	2.759826946	2.616418867	2.766830468
Pame_01123.t1	1.654751726	1.370270316	1.092288638	0.91027676	0.678532592	1.656912759	1.504376321	1.10779498	1.647825637	1.380374825	1.02034218	1.608094814	1.148049024	1.401679611	0.998729147	1.95047588	1.824482748	1.305544506	1.139574272	1.150332207	1.286449457	1.940583991	1.14589914	1.72731494	1.186532251	1.54021578	1.944644836	1.673117669	1.393119613	1.659166488	1.888499736	1.895322012	1.91798543	1.515576218	2.167923076	2.118529171	1.950457216	1.9829881	1.77793936	1.857296299	2.33763974	1.597493036	2.099749657	2.211280142	1.578731047	1.922494731	2.431114785	0.14996558	2.294035466	1.647309904
Pame_01124.t1	2.493818951	2.30217865	1.786671631	1.767523446	1.856117223	2.157790742	2.070004558	1.887540867	2.227851953	1.50261066	1.586462124	2.632670718	3.097787752	2.736821317	3.100007117	3.23016919	2.622119778	2.584284275	3.007830578	2.520301547	2.588334463	3.141615896	2.78227016	3.191494746	3.192216263	2.941358009	3.102936902	2.768931685	2.059569866	3.014407072	2.796940322	3.146410843	3.393048203	2.293164454	3.302197663	3.188798102	3.084094888	3.226605631	3.182069326	2.897596698	3.46393628	3.003947579	2.808347979	2.811699131	2.861361892	2.524063676	3.209467403	1.299291555	3.152850248	2.782001701
Pame_01125.t1	6.10278199	5.82568897	5.752625508	6.51087333	6.202684137	5.732695215	5.987898374	6.474744278	6.612013313	6.118444866	5.546499401	5.455665865	5.401555381	6.495295424	5.449515155	5.880396566	5.535860113	6.179690182	6.053335111	6.224659663	5.81030942	6.389305231	5.626871296	6.319581809	6.005714364	6.772743442	5.984420737	6.058403089	6.550305061	6.058844637	6.169682528	6.328188413	6.931127522	5.918340911	6.246276962	5.564960373	5.82997891	6.976764583	6.235089422	6.997868196	6.23186053	6.810815812	6.356466056	6.117443629	5.378976263	5.243535802	6.622390117	3.318402171	6.564108324	6.296604239
Pame_01129.t1	6.332077736	5.900951315	6.270368219	5.610800443	5.895913311	6.22867249	6.272415173	6.179106928	5.818799444	6.336838576	6.166586914	6.094421885	6.113135794	5.769293053	4.878185824	6.590344522	6.18059744	5.7624631	6.286751802	5.795992871	5.783810213	6.518192049	6.42594934	6.09117089	6.853309555	6.4295373	6.131249924	6.470265155	6.451748519	6.432346466	6.167787428	6.816126068	6.863765039	6.651040207	6.805679393	6.322968264	6.239302561	6.98622888	6.492489345	7.623566952	6.562317229	6.870463362	6.919781024	7.40391529	6.421662606	7.144658243	6.62885086	7.243802347	6.64339301	6.718402728
Pame_01131.t1	3.537196653	3.127104965	2.941275367	2.538056357	3.078543231	2.963832904	3.106962992	2.590355302	2.610898454	3.061275055	2.005809562	2.769816162	1.971883783	2.469031565	2.309260604	2.656182856	2.724189671	2.445705518	2.039068188	2.576667247	2.393240452	3.291534309	2.499111121	2.711091777	2.872442676	2.931157314	2.706271938	2.613024735	2.55621603	2.852278557	2.43114421	2.901496386	3.156365872	3.313949611	3.430324083	2.659168772	2.630785201	3.356357944	3.760795781	3.359511331	3.449103073	3.316661312	3.475123804	3.076550544	3.628120327	3.324813483	2.982051695	3.481738091	3.623820051	3.645378872
Pame_01132.t1	2.491817189	2.554463608	1.812494118	1.926948248	1.948167226	2.511708384	1.852969632	2.118695275	2.086759993	1.827282486	1.602181295	2.47473195	2.189837207	2.670536722	2.015568932	2.601385127	2.405322576	2.228683263	2.324335386	2.200585959	2.32368711	2.599436823	2.456057015	2.341655625	2.437938789	2.837045061	2.136450628	2.498350448	2.27320852	2.193957784	2.474599578	2.468859579	2.968636384	2.595840186	2.520321665	2.23771055	2.516226996	3.060941439	2.734625088	2.955705232	2.696730557	2.685886341	2.362554049	2.828696566	2.156649018	2.437395546	2.60210051	1.586514967	2.896504367	2.643738461
Pame_01136.t1	3.18063165	2.790250739	2.224596	2.107085226	2.644047767	2.714922464	2.679324702	2.356555145	2.394862564	2.432478429	0.254684738	1.100937292	1.304148862	1.173978085	1.065310356	1.70620783	1.38158794	1.087598618	1.109347186	0.922304429	0.979946306	1.411111639	1.664828682	1.792255666	1.812995125	1.646070469	1.642877133	1.777068271	1.764647641	1.455807217	1.581852548	1.66824169	1.689876123	2.037909298	2.039527974	1.286544085	1.496559497	1.951009557	1.726260128	1.772489567	2.036028511	2.310863584	2.058056683	2.559785462	1.536117571	2.173357734	1.681318821	2.201357841	2.13857531	2.350211509
Pame_01137.t1	4.083672915	3.705115343	3.737373098	3.170998608	3.346640667	3.651602825	3.909408305	3.367140384	3.449766045	3.521980398	4.058238557	4.284588161	4.401029674	4.368419155	4.621202064	4.534242177	4.465759023	4.735218876	4.456957243	4.493333503	5.021959362	4.405338916	4.335483256	4.411412686	4.50021568	4.626281425	4.621706117	4.579940404	4.66356095	4.604984583	4.507636094	4.582634277	4.842611828	4.470972796	4.787521272	4.778765778	4.628225337	4.86938286	5.171290907	4.673895576	5.127563124	5.099896903	4.880509218	5.005911937	5.074085788	4.558451327	4.851349278	4.939598019	4.836348334	4.944713232
Pame_01140.t1	3.489542936	3.61713389	3.634151797	2.830719784	2.931926952	3.60631193	3.719643452	2.965091625	3.047159693	3.050116811	3.571992251	2.727704851	3.027127505	2.872832699	3.291196859	2.923339372	2.801137957	3.06190232	2.885560699	2.766149882	3.065947929	3.219272313	2.826812851	3.125517206	2.819463821	2.982561043	3.012187838	2.976301307	2.983196108	2.849072516	2.93261493	3.317849607	3.407269804	3.742167939	3.476303912	3.415914121	3.361265855	3.245881993	3.198124789	3.395977222	3.432443685	3.594512721	3.167147546	3.832069723	3.090114961	3.383693235	3.170987396	2.975008296	3.211292604	3.301483757
